strategy,strategy_label,layout,number_of_tmas,n_patients,patients_per_tma_target,core_diameter_mm,usable_width_mm,usable_height_mm,min_edge_space_mm,positions_per_tma,patient_positions_per_tma,empty_positions_per_tma,control_positions_per_tma,total_positions_all_tmas,patient_positions_all_tmas,empty_positions_all_tmas,control_positions_all_tmas,mean_cores_per_patient,min_balanced_cores_per_patient,patients_with_extra_core,patient_tissue_area_mm2,all_tissue_area_mm2,total_chamber_area_mm2,patient_tissue_fraction_of_chamber_area_all_tmas,total_core_surface_fraction_of_chamber_area_all_tmas,total_core_surface_to_total_chamber_area,tissue_fraction_of_sample_area_all_tmas,orientation_penalty_percent,asymmetry_score,feasible
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7800,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,70.7198,74.5425,469.2050,0.150723,0.158870,0.158870,0.150723,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7800,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,52.5620,52.5620,469.2050,0.112024,0.112024,0.112024,0.112024,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7900,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,76.4661,76.4661,469.2050,0.162969,0.162969,0.162969,0.162969,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7900,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,72.5447,72.5447,469.2050,0.154612,0.154612,0.154612,0.154612,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7900,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,72.5447,72.5447,469.2050,0.154612,0.154612,0.154612,0.154612,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7900,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,70.5840,70.5840,469.2050,0.150433,0.150433,0.150433,0.150433,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7900,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,72.5447,76.4661,469.2050,0.154612,0.162969,0.162969,0.154612,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7900,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,53.9184,53.9184,469.2050,0.114914,0.114914,0.114914,0.114914,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.8000,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,78.4142,78.4142,469.2050,0.167121,0.167121,0.167121,0.167121,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8000,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,74.3929,74.3929,469.2050,0.158551,0.158551,0.158551,0.158551,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8000,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,74.3929,74.3929,469.2050,0.158551,0.158551,0.158551,0.158551,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8000,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,72.3823,72.3823,469.2050,0.154266,0.154266,0.154266,0.154266,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8000,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,74.3929,78.4142,469.2050,0.158551,0.167121,0.167121,0.158551,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8000,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,55.2920,55.2920,469.2050,0.117842,0.117842,0.117842,0.117842,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.8100,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,74.2032,74.2032,469.2050,0.158147,0.158147,0.158147,0.158147,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8100,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,70.0808,70.0808,469.2050,0.149361,0.149361,0.149361,0.149361,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8100,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,70.0808,70.0808,469.2050,0.149361,0.149361,0.149361,0.149361,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8100,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,68.0196,68.0196,469.2050,0.144968,0.144968,0.144968,0.144968,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8100,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,70.0808,74.2032,469.2050,0.149361,0.158147,0.158147,0.149361,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8100,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,51.5300,51.5300,469.2050,0.109824,0.109824,0.109824,0.109824,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8200,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,76.0466,76.0466,469.2050,0.162076,0.162076,0.162076,0.162076,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8200,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,71.8218,71.8218,469.2050,0.153071,0.153071,0.153071,0.153071,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8200,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,71.8218,71.8218,469.2050,0.153071,0.153071,0.153071,0.153071,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8200,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,69.7094,69.7094,469.2050,0.148569,0.148569,0.148569,0.148569,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8200,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,71.8218,76.0466,469.2050,0.153071,0.162076,0.162076,0.153071,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8200,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,52.8102,52.8102,469.2050,0.112552,0.112552,0.112552,0.112552,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8300,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,77.9128,77.9128,469.2050,0.166053,0.166053,0.166053,0.166053,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8300,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,73.5843,73.5843,469.2050,0.156828,0.156828,0.156828,0.156828,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8300,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,73.5843,73.5843,469.2050,0.156828,0.156828,0.156828,0.156828,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8300,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,71.4200,71.4200,469.2050,0.152215,0.152215,0.152215,0.152215,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8300,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,73.5843,77.9128,469.2050,0.156828,0.166053,0.166053,0.156828,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8300,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,54.1061,54.1061,469.2050,0.115314,0.115314,0.115314,0.115314,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8400,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,79.8015,79.8015,469.2050,0.170078,0.170078,0.170078,0.170078,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8400,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,75.3681,75.3681,469.2050,0.160629,0.160629,0.160629,0.160629,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8400,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,75.3681,75.3681,469.2050,0.160629,0.160629,0.160629,0.160629,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8400,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,73.1514,73.1514,469.2050,0.155905,0.155905,0.155905,0.155905,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8400,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,75.3681,79.8015,469.2050,0.160629,0.170078,0.170078,0.160629,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8400,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,55.4177,55.4177,469.2050,0.118110,0.118110,0.118110,0.118110,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8500,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,81.7128,81.7128,469.2050,0.174152,0.174152,0.174152,0.174152,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8500,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,77.1732,77.1732,469.2050,0.164477,0.164477,0.164477,0.164477,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8500,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,77.1732,77.1732,469.2050,0.164477,0.164477,0.164477,0.164477,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8500,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,74.9034,74.9034,469.2050,0.159639,0.159639,0.159639,0.159639,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8500,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,77.1732,81.7128,469.2050,0.164477,0.174152,0.174152,0.164477,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8500,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,56.7450,56.7450,469.2050,0.120939,0.120939,0.120939,0.120939,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8600,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,83.6468,83.6468,469.2050,0.178273,0.178273,0.178273,0.178273,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8600,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,78.9997,78.9997,469.2050,0.168369,0.168369,0.168369,0.168369,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8600,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,78.9997,78.9997,469.2050,0.168369,0.168369,0.168369,0.168369,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8600,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,76.6762,76.6762,469.2050,0.163417,0.163417,0.163417,0.163417,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8600,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,78.9997,83.6468,469.2050,0.168369,0.178273,0.178273,0.168369,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8600,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,58.0880,58.0880,469.2050,0.123801,0.123801,0.123801,0.123801,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8700,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,85.6034,85.6034,469.2050,0.182443,0.182443,0.182443,0.182443,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8700,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,80.8476,80.8476,469.2050,0.172308,0.172308,0.172308,0.172308,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8700,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,80.8476,80.8476,469.2050,0.172308,0.172308,0.172308,0.172308,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8700,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,78.4698,78.4698,469.2050,0.167240,0.167240,0.167240,0.167240,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8700,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,80.8476,85.6034,469.2050,0.172308,0.182443,0.182443,0.172308,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8700,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,59.4468,59.4468,469.2050,0.126697,0.126697,0.126697,0.126697,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8800,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,87.5826,87.5826,469.2050,0.186662,0.186662,0.186662,0.186662,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8800,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,82.7169,82.7169,469.2050,0.176292,0.176292,0.176292,0.176292,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8800,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,82.7169,82.7169,469.2050,0.176292,0.176292,0.176292,0.176292,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8800,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,80.2840,80.2840,469.2050,0.171107,0.171107,0.171107,0.171107,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8800,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,82.7169,87.5826,469.2050,0.176292,0.186662,0.186662,0.176292,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8800,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,60.8212,60.8212,469.2050,0.129626,0.129626,0.129626,0.129626,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.8900,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,89.5844,89.5844,469.2050,0.190928,0.190928,0.190928,0.190928,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.8900,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,84.6075,84.6075,469.2050,0.180321,0.180321,0.180321,0.180321,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.8900,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,84.6075,84.6075,469.2050,0.180321,0.180321,0.180321,0.180321,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.8900,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,82.1190,82.1190,469.2050,0.175017,0.175017,0.175017,0.175017,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.8900,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,84.6075,89.5844,469.2050,0.180321,0.190928,0.190928,0.180321,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.8900,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,62.2114,62.2114,469.2050,0.132589,0.132589,0.132589,0.132589,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.9000,22.4500,10.4500,1.0000,72,72,0,0,144,144,0,0,1.8000,1,64,91.6088,91.6088,469.2050,0.195243,0.195243,0.195243,0.195243,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9000,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,86.5195,86.5195,469.2050,0.184396,0.184396,0.184396,0.184396,5.5556,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.9000,22.4500,10.4500,1.0000,72,68,4,0,144,136,8,0,1.7000,1,56,86.5195,86.5195,469.2050,0.184396,0.184396,0.184396,0.184396,5.5556,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.9000,22.4500,10.4500,1.0000,72,66,6,0,144,132,12,0,1.6500,1,52,83.9748,83.9748,469.2050,0.178972,0.178972,0.178972,0.178972,8.3333,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.9000,22.4500,10.4500,1.0000,72,68,0,4,144,136,0,8,1.7000,1,56,86.5195,91.6088,469.2050,0.184396,0.195243,0.195243,0.184396,5.5556,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.9000,22.4500,10.4500,1.0000,72,50,22,0,144,100,44,0,1.2500,1,20,63.6173,63.6173,469.2050,0.135585,0.135585,0.135585,0.135585,30.5556,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.9100,22.4500,10.4500,1.0000,60,60,0,0,120,120,0,0,1.5000,1,40,78.0466,78.0466,469.2050,0.166338,0.166338,0.166338,0.166338,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9100,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,72.8435,72.8435,469.2050,0.155249,0.155249,0.155249,0.155249,6.6667,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.9100,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,72.8435,72.8435,469.2050,0.155249,0.155249,0.155249,0.155249,6.6667,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.9100,22.4500,10.4500,1.0000,60,54,6,0,120,108,12,0,1.3500,1,28,70.2419,70.2419,469.2050,0.149704,0.149704,0.149704,0.149704,10.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.9100,22.4500,10.4500,1.0000,60,56,0,4,120,112,0,8,1.4000,1,32,72.8435,78.0466,469.2050,0.155249,0.166338,0.166338,0.155249,6.6667,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.9100,22.4500,10.4500,1.0000,60,40,20,0,120,80,40,0,1.0000,1,0,52.0311,52.0311,469.2050,0.110892,0.110892,0.110892,0.110892,33.3333,16,1
none,No orientation holes,rectangular,2,80,40.0000,0.9200,22.4500,10.4500,1.0000,60,60,0,0,120,120,0,0,1.5000,1,40,79.7713,79.7713,469.2050,0.170014,0.170014,0.170014,0.170014,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9200,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,74.4532,74.4532,469.2050,0.158680,0.158680,0.158680,0.158680,6.6667,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.9200,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,74.4532,74.4532,469.2050,0.158680,0.158680,0.158680,0.158680,6.6667,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.9200,22.4500,10.4500,1.0000,60,54,6,0,120,108,12,0,1.3500,1,28,71.7942,71.7942,469.2050,0.153012,0.153012,0.153012,0.153012,10.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.9200,22.4500,10.4500,1.0000,60,56,0,4,120,112,0,8,1.4000,1,32,74.4532,79.7713,469.2050,0.158680,0.170014,0.170014,0.158680,6.6667,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.9200,22.4500,10.4500,1.0000,60,40,20,0,120,80,40,0,1.0000,1,0,53.1809,53.1809,469.2050,0.113343,0.113343,0.113343,0.113343,33.3333,16,1
none,No orientation holes,rectangular,2,80,40.0000,0.9300,22.4500,10.4500,1.0000,60,60,0,0,120,120,0,0,1.5000,1,40,81.5149,81.5149,469.2050,0.173730,0.173730,0.173730,0.173730,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9300,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,76.0806,76.0806,469.2050,0.162148,0.162148,0.162148,0.162148,6.6667,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.9300,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,76.0806,76.0806,469.2050,0.162148,0.162148,0.162148,0.162148,6.6667,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.9300,22.4500,10.4500,1.0000,60,54,6,0,120,108,12,0,1.3500,1,28,73.3634,73.3634,469.2050,0.156357,0.156357,0.156357,0.156357,10.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.9300,22.4500,10.4500,1.0000,60,56,0,4,120,112,0,8,1.4000,1,32,76.0806,81.5149,469.2050,0.162148,0.173730,0.173730,0.162148,6.6667,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.9300,22.4500,10.4500,1.0000,60,40,20,0,120,80,40,0,1.0000,1,0,54.3433,54.3433,469.2050,0.115820,0.115820,0.115820,0.115820,33.3333,16,1
none,No orientation holes,rectangular,2,80,40.0000,0.9400,22.4500,10.4500,1.0000,60,60,0,0,120,120,0,0,1.5000,1,40,83.2773,83.2773,469.2050,0.177486,0.177486,0.177486,0.177486,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9400,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,77.7255,77.7255,469.2050,0.165654,0.165654,0.165654,0.165654,6.6667,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.9400,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,77.7255,77.7255,469.2050,0.165654,0.165654,0.165654,0.165654,6.6667,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.9400,22.4500,10.4500,1.0000,60,54,6,0,120,108,12,0,1.3500,1,28,74.9496,74.9496,469.2050,0.159737,0.159737,0.159737,0.159737,10.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.9400,22.4500,10.4500,1.0000,60,56,0,4,120,112,0,8,1.4000,1,32,77.7255,83.2773,469.2050,0.165654,0.177486,0.177486,0.165654,6.6667,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.9400,22.4500,10.4500,1.0000,60,40,20,0,120,80,40,0,1.0000,1,0,55.5182,55.5182,469.2050,0.118324,0.118324,0.118324,0.118324,33.3333,16,1
none,No orientation holes,rectangular,2,80,40.0000,0.9500,22.4500,10.4500,1.0000,60,60,0,0,120,120,0,0,1.5000,1,40,85.0586,85.0586,469.2050,0.181282,0.181282,0.181282,0.181282,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9500,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,79.3880,79.3880,469.2050,0.169197,0.169197,0.169197,0.169197,6.6667,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.9500,22.4500,10.4500,1.0000,60,56,4,0,120,112,8,0,1.4000,1,32,79.3880,79.3880,469.2050,0.169197,0.169197,0.169197,0.169197,6.6667,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.9500,22.4500,10.4500,1.0000,60,54,6,0,120,108,12,0,1.3500,1,28,76.5528,76.5528,469.2050,0.163154,0.163154,0.163154,0.163154,10.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.9500,22.4500,10.4500,1.0000,60,56,0,4,120,112,0,8,1.4000,1,32,79.3880,85.0586,469.2050,0.169197,0.181282,0.181282,0.169197,6.6667,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.9500,22.4500,10.4500,1.0000,60,40,20,0,120,80,40,0,1.0000,1,0,56.7057,56.7057,469.2050,0.120855,0.120855,0.120855,0.120855,33.3333,16,1
none,No orientation holes,rectangular,2,80,40.0000,0.9600,22.4500,10.4500,1.0000,55,55,0,0,110,110,0,0,1.3750,1,30,79.6205,79.6205,469.2050,0.169692,0.169692,0.169692,0.169692,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.9600,22.4500,10.4500,1.0000,55,51,4,0,110,102,8,0,1.2750,1,22,73.8299,73.8299,469.2050,0.157351,0.157351,0.157351,0.157351,7.2727,8,1
